HT_all,jet_pt[0],nJets,nBTags_MV2c10_70,Centrality_all,dRjj_Avg,dRbb_MindR_MV2c10_70,dRbl_MindR_MV2c10_70,Mjjj_MindR,Mbbb_Avg_MV2c10_70,Mbb_MinM_MV2c10_70,nRCJetsM100,Sum$(rcjet_d12),Sum$(rcjet_d23),mtw,met_met,Sum$(jet_pcb_MV2c10_btag_ordered*(Iteration$<6))
976181.4372520982,247272.9125928858,9.177334274941927,3.560177543802309,0.5751837259235983,2.2687949946072314,1.2128823293396853,1.1409784582803453,137252.75161295047,386089.8962512682,97928.25089565819,0.7302057920601385,82615.22418237424,21040.104916516546,80147.12247365258,100590.4796837062,20.318137832821673
1043794.0349055185,286795.946572137,9.252996427995473,3.6123767492819887,0.5892211725271106,2.281132348779191,1.338170142011755,1.2675062851985894,150797.44298495428,438943.60042943305,116008.19456582268,1.0714628056356754,116948.81381253402,36579.77095040182,101010.32529904602,127375.9659532442,20.463664858747645
